ham	HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham	Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
ham	Even my brother is not like to speak with me. They treat me like aids patent.
ham	Hey now am free you can call me.
ham	You best watch what you say cause I get drunk as a motherfucker
ham	My sister cleared two round in birla soft yesterday.
spam	FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
ham	When should I come over?
ham	Hi dear we saw dear. We both are happy. Where you my battery is low
ham	I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
ham	great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
ham	Lmao. Take a pic and send it to me.
ham	Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
ham	Gosh that , what a pain. Spose I better come then.
ham	Well you told others you'd marry them...
ham	Nokia phone is lovly..
ham	K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...
ham	Aight, you close by or still down around alex's place?
ham	Check with nuerologist.
ham	Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham	Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
ham	It vl bcum more difficult..
ham	Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham	Are you wet right now?
ham	Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !
ham	Really good:)dhanush rocks once again:)
ham	Maybe westshore or hyde park village, the place near my house?
ham	Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? 
ham	I surely dont forgot to come:)i will always be in touch in with you:-)
ham	You dont know you jabo me abi.
spam	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
spam	ringtoneking 84484
ham	No da if you run that it activate the full version da.
ham	MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
spam	You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 
spam	Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop
spam	Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham	Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
ham	Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?
ham	Unni thank you dear for the recharge..Rakhesh
ham	I'm in town now so i'll jus take mrt down later.
ham	Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
ham	Okay but i thought you were the expert
ham	Do you like shaking your booty on the dance floor?
ham	At home by the way
ham	I'll reach in ard 20 mins ok...
ham	LOL that would be awesome payback.
ham	Just got outta class gonna go gym.
ham	What you need. You have a person to give na.
ham	No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham	For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham	Water logging in desert. Geoenvironmental implications.
spam	Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
spam	Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
ham	Sorry completely forgot * will pop em round this week if your still here?
ham	What does the dance river do?
ham	Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
ham	I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?
spam	Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
ham	S.i'm watching it in live..
ham	Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... 
ham	In e msg jus now. U said thanks for gift.
ham	Mm not entirely sure i understood that text but hey. Ho. Which weekend?
ham	HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
ham	Wife.how she knew the time of murder exactly
ham	I AM AT THE GAS STATION. GO THERE.
ham	U know we watchin at lido?
ham	I cant pick the phone right now. Pls send a message
ham	No message..no responce..what happend?
spam	FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV
ham	I have lost 10 kilos as of today!
ham	I can ask around but there's not a lot in terms of mids up here
ham	Yupz... I've oredi booked slots 4 my weekends liao... 
ham	I like to talk pa but am not able to. I dont know y.
spam	5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham	I guess it is useless calling u 4 something important.
spam	(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
spam	Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
ham	Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham	Huh so early.. Then ü having dinner outside izzit?
ham	Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham	Well, i'm glad you didn't find it totally disagreeable ... Lol
ham	Stupid auto correct on my phone
ham	alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.
spam	Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!
ham	Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min
ham	Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)
ham	I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham	Fine i miss you very much.
ham	Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
ham	soon you will have the real thing princess! Do i make you wet? :)
spam	Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+
ham	Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.
ham	So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham	Its sunny in california. The weather's just cool
spam	Latest News! Police station toilet stolen, cops have nothing to go on!
ham	"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
ham	The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.
ham	Good morning princess! Have a great day!
ham	I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham	Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.
ham	She's borderline but yeah whatever.
ham	Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with
ham	I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham	Send me your resume:-)
spam	Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham	I had askd u a question some hours before. Its answer
ham	Yo my trip got postponed, you still stocked up?
spam	Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR
ham	The basket's gettin full so I might be by tonight
ham	What will we do in the shower, baby?
spam	SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info
ham	Lol they don't know about my awesome phone. I could click delete right now if I want.
ham	Thanks da thangam, i feel very very happy dear. I also miss you da.
ham	Ok i go change also...
ham	Unless it's a situation where YOU GO GURL would be more appropriate
ham	hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
ham	Nobody names their penis a girls name this story doesn't add up at all
spam	Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham	That's my honeymoon outfit. :)
ham	I thought slide is enough.
ham	No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me
ham	Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.
ham	Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu
ham	How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?
ham	Sir, I am waiting for your mail.
ham	No let me do the math. Your not good at it.
ham	You in your room? I need a few
ham	Mm i am on the way to railway
ham	Is that seriously how you spell his name?
ham	I'm also came to room.
spam	500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18
ham	"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
ham	Aight, can you text me the address?
ham	Doing project w frens lor. 
ham	Well I might not come then...
ham	"My planning usually stops at ""find hella weed, smoke hella weed"""
ham	Anything lar then ü not going home 4 dinner?
ham	What should i eat fo lunch senor
ham	Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*
ham	Ay wana meet on sat?ü wkg on sat?
spam	88066 FROM 88066 LOST 3POUND HELP
ham	K, can I pick up another 8th when you're done?
ham	Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
ham	Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho
ham	Ok... Take ur time n enjoy ur dinner...
ham	Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
ham	I dont know ask to my brother. Nothing problem some thing that. Just i told .
ham	Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham	I didnt get ur full msg..sometext is missing, send it again
ham	Sorry, I'll call later
ham	Ya it came a while ago
ham	Anything lor... U decide...
spam	from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
ham	I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love
spam	Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
spam	TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham	Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?
ham	Why she wants to talk to me
ham	Ok...
ham	So wats ur opinion abt him and how abt is character?
ham	Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham	All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!
ham	U can call now...
ham	What time is ur flight tmr?
spam	important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham	Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*
spam	FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk
ham	Hi:)did you asked to waheeda fathima about leave?
ham	Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
ham	Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham	New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
ham	Ok. But i finish at 6.
ham	Uncle G, just checking up on you. Do have a rewarding month
ham	Huh i cant thk of more oredi how many pages do we have?
ham	Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.
ham	I can. But it will tell quite long, cos i haven't finish my film yet...
ham	I will be outside office take all from there
spam	Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
ham	Pls i wont belive god.not only jesus.
ham	Thank you. do you generally date the brothas?
ham	Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham	AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
ham	The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow
ham	that would be good … I'll phone you tomo lunchtime, shall I, to organise something?
ham	on a Tuesday night r u 4 real
spam	I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham	Hi its in durban are you still on this number
ham	Yeah, that's fine! It's £6 to get in, is that ok? 
ham	Can. Dunno wat to get 4 her...
ham	Need a coffee run tomo?Can't believe it's that time of week already
ham	Hope youre not having too much fun without me!! see u tomorrow love jess x
ham	Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
spam	Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham	I want to see your pretty pussy...
ham	Hi happy birthday. Hi hi hi hi hi hi hi
spam	Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p
ham	Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham	Theyre doing it to lots of places. Only hospitals and medical places are safe.
ham	I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday
ham	Do u knw dis no. &lt;#&gt; ?
ham	Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
ham	Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
ham	I am waiting for your call sir.
ham	Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.
ham	Oh... Kay... On sat right?
ham	Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8
ham	Sent me de webadres for geting salary slip
ham	"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
ham	Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
ham	That's very rude, you on campus?
ham	Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
ham	New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
spam	Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8
ham	Ok lor thanx... Ü in school?
ham	Hahaha..use your brain dear
ham	Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card
spam	You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
ham	Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
ham	Thats cool. How was your day?
ham	Gam gone after outstanding innings.
ham	I'll text carlos and let you know, hang on
ham	Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! 
ham	SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
ham	Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?
ham	Ü comin to fetch us oredi...
ham	Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham	Do you think i can move  &lt;#&gt;  in a week
ham	Lol where do u come up with these ideas?
ham	I think your mentor is , but not 100 percent sure.
ham	Did you try making another butt.
spam	As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
ham	Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham	He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! 
ham	I am on the way to ur home
ham	What not under standing.
ham	Are you at work right now ?
ham	Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham	Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
ham	You flippin your shit yet?
ham	I asked you to call him now ok
ham	Msg me when rajini comes.
ham	chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.
ham	Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham	I'm done oredi...
ham	I attended but nothing is there.
ham	No it will reach by 9 only. She telling she will be there. I dont know
ham	"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
ham	K...k...when will you give treat?
spam	You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18
ham	Come to medical college at 7pm ......forward it da
ham	Yes :)it completely in out of form:)clark also utter waste.
ham	Good morning princess! How are you?
ham	I like to think there's always the possibility of being in a pub later.
ham	Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.
ham	Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
ham	Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?
ham	Yes princess! I want to please you every night. Your wish is my command...
ham	That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham	The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
ham	WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
spam	Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham	LOL what happens in Vegas stays in vegas
ham	Neshanth..tel me who r u?
ham	Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com
ham	How come?
ham	(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)
ham	I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham	Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.
ham	Haven't left yet so probably gonna be here til dinner
ham	Ü log off 4 wat. It's sdryb8i
spam	Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
ham	I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.
ham	Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !
ham	Ok. There may be a free gym about.
ham	We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us
ham	I can probably come by, everybody's done around  &lt;#&gt;  right?
spam	This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!
ham	says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
ham	Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham	Will be out of class in a few hours. Sorry
ham	Ok then i will come to ur home after half an hour
ham	If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
ham	So gd got free ice cream... I oso wan...
ham	U're welcome... Caught u using broken english again...
spam	sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham	Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham	Thanks for sending this mental ability question..
ham	Ok then i come n pick u at engin?
spam	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham	Good evening! this is roger. How are you?
ham	Yes:)from last week itself i'm taking live call.
ham	Call me when you get the chance plz &lt;3
ham	Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical
spam	FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end
ham	K.:)you are the only girl waiting in reception ah?
ham	Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.
spam	You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P
ham	Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!
spam	This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921
ham	I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
spam	URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18
ham	How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
spam	Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm
spam	Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary
ham	Your right! I'll make the appointment right now.
ham	No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..
ham	Haha, that was the first person I was gonna ask
ham	U dun say so early hor... U c already then say...
ham	Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*
ham	Great to hear you are settling well. So what's happenin wit ola?
ham	S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham	I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham	That's y we haf to combine n c how lor...
ham	K, I might come by tonight then if my class lets out early
ham	Dun need to use dial up juz open da browser n surf...
ham	Oh is it? Send me the address
ham	Just do what ever is easier for you
ham	Just got to  &lt;#&gt;
ham	K, I'll work something out
ham	Sorry, I'll call later
ham	Pls she needs to dat slowly or she will vomit more.
ham	Pls go there today  &lt;#&gt; . I dont want any excuses
ham	I'm leaving my house now...
ham	Tunde, how are you doing. This is just wishing you a great day. Abiola.
ham	NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham	Dare i ask... Any luck with sorting out the car?
ham	LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.
ham	I'm on da bus going home...
ham	Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham	Sorry, I'll call later in meeting.
ham	Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham	Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*
ham	Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
spam	URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
spam	YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
spam	If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy
ham	Yup... I havent been there before... You want to go for the yoga? I can call up to book 
ham	Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.
ham	Excellent! Are you ready to moan and scream in ecstasy?
ham	Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!
spam	Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
ham	At 4. Let's go to bill millers
ham	What time should I tell my friend to be around?
ham	Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham	You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.
ham	Ok., is any problem to u frm him? Wats matter?
ham	If india win or level series means this is record:)
